Country,Date,Title,Link
United Kingdom,3 months ago,PhD Studentship in Formal Methods for Safe Artificial Intelligence,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentship-In-Formal-Methods-For-Safe-Artificial-Intelligence-University-Of-Birmingham=8myJpT-R7BGUYQAlkGUTnw.html
United Kingdom,,Deep Learning and Partial Differential Equations,https://www.findaphd.com/phds/project/deep-learning-and-partial-differential-equations/?p138769
United Kingdom,,Discovery of high-temperature superconductors using Deep Learning,https://www.findaphd.com/phds/project/discovery-of-high-temperature-superconductors-using-deep-learning/?p140230
United Kingdom,,Discovery of new materials for applications on glass using Deep Machine Learning and Data Analytics,https://www.findaphd.com/phds/project/discovery-of-new-materials-for-applications-on-glass-using-deep-machine-learning-and-data-analytics/?p142079
United Kingdom,,Discovery of solid state electrolytes using Deep Learning,https://www.findaphd.com/phds/project/discovery-of-solid-state-electrolytes-using-deep-learning/?p140199
United Kingdom,,Explainable Deep Sequential Network for Flexible Airport Passenger Flow Estimation PhD,https://www.findaphd.com/phds/project/explainable-deep-sequential-network-for-flexible-airport-passenger-flow-estimation-phd/?p145174
United Kingdom,,New methods for enhanced brain activity mapping through multi-modal data-fusion and deep learning,https://www.findaphd.com/phds/project/new-methods-for-enhanced-brain-activity-mapping-through-multi-modal-data-fusion-and-deep-learning/?p143065
United Kingdom,,PhD - AI for multi-domain point cloud understanding,https://www.findaphd.com/phds/project/phd-ai-for-multi-domain-point-cloud-understanding/?p146034
United Kingdom,,PhD in Augmented Reality based Navigation and Mapping for Pedestrians,https://www.findaphd.com/phds/project/phd-in-augmented-reality-based-navigation-and-mapping-for-pedestrians/?p146025
United Kingdom,,Semantic and Goal-oriented Communications in Sustainable 6G Networks: From Design to Implementation,https://www.findaphd.com/phds/project/semantic-and-goal-oriented-communications-in-sustainable-6g-networks-from-design-to-implementation/?p143765
United Kingdom,,‘Opening the black box’ of deep learning-based cardiovascular risk prediction using retinal photography,https://www.findaphd.com/phds/project/opening-the-black-box-of-deep-learning-based-cardiovascular-risk-prediction-using-retinal-photography/?p146002
United States,about 23 hours ago,Computational Post Doc- Siepel Lab,https://scholarshipdb.net/jobs-in-United-States/Computational-Post-Doc-Siepel-Lab-Cold-Spring-Harbor-Laboratory=-QESaRIE7RGUYQAlkGUTnw.html
United States,3 days ago,Post Doc Research Assistant with the Institute for Plant Sciences,https://scholarshipdb.net/jobs-in-United-States/Post-Doc-Research-Assistant-With-The-Institute-For-Plant-Sciences-Purdue-University=GjcK2aYH7RGUYQAlkGUTnw.html
United States,10 days ago,Machine Learning Researcher - Funke Lab,https://scholarshipdb.net/jobs-in-United-States/Machine-Learning-Researcher-Funke-Lab-Hhmi=_2oxeZ0G7RGUYQAlkGUTnw.html
United States,10 days ago,Machine Learning Researcher - Saalfeld Lab,https://scholarshipdb.net/jobs-in-United-States/Machine-Learning-Researcher-Saalfeld-Lab-Hhmi=v3VGlXvW7BGUYQAlkGUTnw.html
United States,18 days ago,Computational Post Doc- Siepel Lab,https://scholarshipdb.net/jobs-in-United-States/Computational-Post-Doc-Siepel-Lab-Cold-Spring-Harbor-Laboratory=3FTP_Iru7BGUYQAlkGUTnw.html
United States,2 months ago,Ph.D. student in flash drought and climate,https://scholarshipdb.net/scholarships-in-United-States/Ph-D-Student-In-Flash-Drought-And-Climate-Auburn-University=YnlpW-XE7BGUYQAlkGUTnw.html
